,DIVIDENDID,EXDATE,PAYDATE,RECORDDATE,ANNOUNCEDDATE,DIVAMOUNT,TRADINGITEMID,EXCHANGEID,CURRENCYID,DIVFREQTYPEID,DIVIDENDTYPEID,SUPPLEMENTALTYPEID,NETAMOUNT,GROSSAMOUNT,DIVIDENDPAYMENTTYPEID,DIVIDENDPAYMENTTYPENAME,SUPPLEMENTALTYPEID,SUPPLEMENTALTYPENAME
28129,7062182,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.094,384250552,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28130,7062273,2018-12-21,2018-12-27,2018-12-24,2018-01-10,0.163639,241663381,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28131,7062224,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.138203,37284835,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28132,7059054,2018-12-21,2018-12-27,2018-12-24,2018-12-20,0.1297,310510920,117.0,160.0,134.0,1,45.0,,,,,45.0,Long and short term capital gains
28133,7054994,2018-12-21,2018-12-28,2018-12-24,2018-12-20,0.172651,312053584,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28134,7059055,2018-12-21,2018-12-27,2018-12-24,2018-12-20,0.6206,310510920,117.0,160.0,4.0,1,1.0,,,4.0,Rights,1.0,Regular cash dividend
28135,7062186,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.247,384250549,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28136,7059102,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.375801,6179735,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28137,7062185,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.14,384250551,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28138,7059095,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.379539,6179733,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28139,7062280,2018-12-21,2019-01-31,2018-12-24,2018-12-20,1.26779,6179477,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28140,7059081,2018-12-21,2018-12-28,2018-12-24,2018-01-06,0.362481,217840819,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28141,7059121,2018-12-21,2019-01-02,2018-12-24,2018-01-30,0.25232,412297110,117.0,160.0,8.0,8,45.0,,,,,45.0,Long and short term capital gains
28142,7062234,2018-12-21,2018-12-31,2018-12-24,2018-01-11,0.09495,127573433,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28143,7059025,2018-12-21,2018-12-28,2018-12-24,2018-01-06,0.318981,247917609,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28144,7059094,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.392381,6179738,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28145,7059053,2018-12-21,2018-12-27,2018-12-24,2018-12-20,0.0208,310510920,117.0,160.0,134.0,1,45.0,,,,,45.0,Long and short term capital gains
28146,7062173,2018-12-21,2018-12-27,2018-12-24,2018-01-31,0.15,543797785,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28147,7055531,2018-12-21,2018-12-24,2018-12-20,,0.838378,54273510,467.0,160.0,2.0,8,45.0,,,2.0,Stock,45.0,Long and short term capital gains
28148,7062274,2018-12-21,2018-12-27,2018-12-24,2018-01-10,0.171587,37284833,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28149,7062269,2018-12-21,2018-12-31,2018-12-24,2018-01-10,0.123652,37284793,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28150,7055385,2018-12-21,2018-12-31,2018-12-24,,0.17617,405324172,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28151,7059117,2018-12-21,2018-12-27,2018-12-24,2018-07-18,0.134249,571275348,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28152,7054725,2018-12-21,2018-12-24,2018-12-20,,0.1184,327940090,467.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28153,7062189,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.133,384250553,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28154,7059097,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.530035,6179736,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28155,7059091,2018-12-21,2018-12-27,2018-12-24,2018-01-10,0.265094,6179739,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28156,7056627,2018-12-21,2018-12-21,2018-12-20,,1.162574,225793264,467.0,160.0,4.0,1,1.0,,,4.0,Rights,1.0,Regular cash dividend
28157,7062191,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.214,384250550,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28158,7062258,2018-12-21,2018-12-31,2018-12-24,2018-01-10,1.187379,265436329,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28159,7059109,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.318607,6179732,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28160,7055530,2018-12-21,2018-12-24,2018-12-20,,0.55332,54273510,467.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28161,7054757,2018-12-21,2018-12-24,2018-12-20,,0.002813,587549233,467.0,160.0,1.0,8,46.0,,,1.0,Cash,46.0,Short term capital gains only
28162,7059107,2018-12-21,2018-12-27,2018-12-24,2018-12-20,0.3686,311938864,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28163,7062267,2018-12-21,2018-12-31,2018-12-24,2018-01-10,0.735108,171650960,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28164,7062213,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.581391,225670658,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28165,7054506,2018-12-21,2018-12-24,2018-12-20,,0.010724,587549244,467.0,160.0,1.0,8,46.0,,,1.0,Cash,46.0,Short term capital gains only
28166,7059088,2018-12-21,2019-01-31,2018-12-24,2018-01-10,1.435429,6179710,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28167,7062200,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.147,248910715,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28168,7062198,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.189,248910713,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28169,7062262,2018-12-21,2018-12-31,2018-12-24,2018-01-10,0.68557,407196607,117.0,160.0,134.0,1,1.0,,,,,1.0,Regular cash dividend
28170,7062270,2018-12-21,2018-12-27,2018-12-24,2018-01-10,0.44335,314983481,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28171,7059096,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.1449,6179737,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28172,7062239,2018-12-21,2018-12-31,2018-12-24,2018-01-10,0.804015,37284804,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28173,7059116,2018-12-21,2018-12-28,2018-12-24,2018-07-23,0.427675,557846517,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28174,7062188,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.179,384250554,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28175,7057511,2018-12-21,2018-12-28,2018-12-24,2018-01-06,0.536365,223496850,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28176,7059098,2018-12-21,2018-12-27,2018-12-24,2018-01-11,0.46398,6179734,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28177,7062178,2018-12-21,2018-12-27,2018-12-24,2018-01-25,0.124,248910717,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28178,7054439,2018-12-20,2018-12-26,2018-12-21,2018-12-20,0.2025,286059557,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28179,7006432,2018-12-20,2018-12-27,2018-12-21,2018-11-16,0.738,204865828,117.0,160.0,4.0,1,1.0,,,4.0,Rights,1.0,Regular cash dividend
28180,7054382,2018-12-20,2018-12-26,2018-12-21,2018-12-19,0.1204,546670679,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28181,7051399,2018-12-20,2018-12-28,2018-12-21,,0.20941,418581437,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28182,7006429,2018-12-20,2018-12-27,2018-12-21,2018-11-16,1.638,171153094,117.0,160.0,4.0,1,1.0,,,4.0,Rights,1.0,Regular cash dividend
28183,7054428,2018-12-20,2018-12-28,2018-12-21,2018-12-19,0.3352,331434539,117.0,160.0,31.0,4,31.0,,,,,31.0,Special dividend
28184,7054471,2018-12-20,2018-12-28,2018-12-21,2018-12-19,0.1366,536180617,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28185,7102023,2018-12-20,2018-12-28,2018-12-21,2019-01-25,1.246053,536176221,117.0,160.0,8.0,8,43.0,,,,,43.0,Long term capital gains only
28186,7054426,2018-12-20,2018-12-28,2018-12-21,2018-12-19,0.0162,331434539,117.0,160.0,134.0,1,160.0,,,,,160.0,Other
28187,7102022,2018-12-20,2018-12-28,2018-12-21,2019-01-25,0.96882,345641081,117.0,160.0,8.0,8,43.0,,,,,43.0,Long term capital gains only
28188,7054386,2018-12-20,2018-12-26,2018-12-21,2018-12-19,0.1244,426931745,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28189,7054427,2018-12-20,2018-12-28,2018-12-21,2018-12-19,0.1489,331434539,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28190,7050913,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.0274,37821350,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28191,7050908,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.072229,52508829,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28192,7047994,2018-12-19,2018-12-21,2018-12-20,,0.124581,267185975,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28193,7054443,2018-12-19,2018-12-26,2018-12-20,2018-01-24,0.1005,111311611,117.0,160.0,134.0,1,160.0,,,,,160.0,Other
28194,7050907,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.074,83645555,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28195,7054442,2018-12-19,2018-12-26,2018-12-20,2018-01-25,0.1933,111311613,117.0,160.0,134.0,1,160.0,,,,,160.0,Other
28196,7047422,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.10545,127523368,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28197,7048707,2018-12-19,2018-12-20,2018-12-18,,0.0671728,60392068,467.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28198,7047428,2018-12-19,2018-12-27,2018-12-20,2018-12-18,0.59834,134106040,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28199,7050938,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.1732,39346185,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28200,7050243,2018-12-19,2018-12-20,2018-12-18,,0.107987,592555236,467.0,160.0,135.0,1,1.0,,,,,1.0,Regular cash dividend
28201,7050939,2018-12-19,2018-12-26,2018-12-20,2018-01-11,0.0943,54615849,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28202,7050905,2018-12-19,2018-12-26,2018-12-20,,0.0724,37284813,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28203,7047425,2018-12-19,2018-12-27,2018-12-20,2018-12-18,0.10237,317610593,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28204,7050906,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.21,204729400,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28205,7044520,2018-12-19,2018-12-24,2018-12-20,,0.4266,545841274,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28206,7050238,2018-12-19,2018-12-20,2018-12-18,,0.269313,592555109,467.0,160.0,135.0,8,47.0,,,,,47.0,Short term capital gains plus income
28207,7044518,2018-12-19,2018-12-24,2018-12-20,,0.1784,545841272,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28208,7053419,2018-12-19,2018-12-20,2018-12-18,,0.0643,412297493,467.0,160.0,4.0,1,1.0,,,4.0,Rights,1.0,Regular cash dividend
28209,7050923,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.1163,36030827,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28210,7051791,2018-12-19,2018-12-20,2018-12-18,,0.01988,216402434,467.0,160.0,2.0,8,46.0,,,2.0,Stock,46.0,Short term capital gains only
28211,7050944,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.061957,143773986,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28212,7047420,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.072081,241109059,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28213,7050940,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.126242,209210884,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28214,7050942,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.0521,38019998,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28215,7050909,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.3611,59360207,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28216,7047418,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.097193,54616202,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28217,7047423,2018-12-19,2018-12-21,2018-12-20,2018-12-18,0.7355,274605383,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28218,7048827,2018-12-19,2018-12-20,2018-12-18,,0.115281,224050325,467.0,160.0,4.0,8,45.0,,,4.0,Rights,45.0,Long and short term capital gains
28219,7050935,2018-12-19,2018-12-26,2018-12-20,,0.117349,37284815,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28220,7050924,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.0925,36869276,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28221,7047419,2018-12-19,2018-12-26,2018-12-20,2018-12-18,1.7828,58767788,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28222,7047427,2018-12-19,2018-12-27,2018-12-20,2018-12-18,0.30397,309205242,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28223,7048705,2018-12-19,2018-12-20,2018-12-18,,0.792888,60392068,467.0,160.0,3.0,8,43.0,,,3.0,Spin-off,43.0,Long term capital gains only
28224,7047436,2018-12-19,2018-12-21,2018-12-20,2018-12-18,0.333,539640972,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28225,7050921,2018-12-19,2018-12-27,2018-12-20,2018-12-18,0.40194,134106043,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28226,7050910,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.098799,129555953,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28227,7054440,2018-12-19,2018-12-26,2018-12-20,2018-01-31,0.1135,137396888,117.0,160.0,134.0,1,160.0,,,,,160.0,Other
28228,7054441,2018-12-19,2018-12-26,2018-12-20,2018-01-25,0.0887,111311612,117.0,160.0,134.0,1,160.0,,,,,160.0,Other
28229,7047433,2018-12-19,2018-12-24,2018-12-20,2018-12-17,0.492,6179830,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28230,7050943,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.0773,143773987,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28231,7050917,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.1257,182187071,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28232,7050916,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.1901,129842779,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28233,7050936,2018-12-19,2018-12-26,2018-12-20,2018-12-18,0.084,37284814,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28234,7051671,2018-12-19,2018-12-20,2018-12-18,,0.11969,59675826,467.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28235,7044235,2018-12-18,2018-12-24,2018-12-19,,0.281892,6179397,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28236,7044116,2018-12-18,2018-12-24,2018-12-19,,0.647223,303005876,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28237,7044315,2018-12-18,2018-12-24,2018-12-19,,0.1368609,31091216,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28238,7045140,2018-12-18,2018-12-24,2018-12-19,,0.635057,23428271,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28239,7044245,2018-12-18,2018-12-24,2018-12-19,,0.254925,365743599,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28240,7044173,2018-12-18,2018-12-24,2018-12-19,,0.100814,223235667,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28241,7044102,2018-12-18,2018-12-31,2018-12-19,,0.185,207420205,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28242,7047478,2018-12-18,2018-12-24,2018-12-19,2018-01-10,0.184212,8056905,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28243,7047519,2018-12-18,2018-12-24,2018-12-19,2018-01-02,0.411912,171192409,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28244,7044242,2018-12-18,2018-12-24,2018-12-19,,0.051169,286464012,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28245,7044170,2018-12-18,2018-12-24,2018-12-19,,1.938517,205075509,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28246,7041546,2018-12-18,2018-12-31,2018-12-19,,0.125,412887650,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28247,7045139,2018-12-18,2018-12-24,2018-12-19,,0.691612,39460761,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28248,7044115,2018-12-18,2018-12-24,2018-12-19,,0.119519,248432944,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28249,7044174,2018-12-18,2018-12-24,2018-12-19,,0.0982,266067423,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28250,7045224,2018-12-18,2018-12-24,2018-12-19,,0.047413,163854513,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28251,7044312,2018-12-18,2018-12-24,2018-12-19,,0.212602,6179398,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28252,7044317,2018-12-18,2018-12-24,2018-12-19,,0.048344,530370713,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28253,7044237,2018-12-18,2018-12-24,2018-12-19,,0.1509849,52412536,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28254,7044112,2018-12-18,2018-12-24,2018-12-19,,0.083667,33249511,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28255,7047746,2018-12-18,2018-12-24,2018-12-19,2018-01-17,0.328537,266067420,117.0,160.0,6.0,1,1.0,,,,,1.0,Regular cash dividend
28256,7044236,2018-12-18,2018-12-24,2018-12-19,,0.118755,6179399,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28257,7045185,2018-12-18,2018-12-24,2018-12-19,,0.192459,6179365,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28258,7047747,2018-12-18,2018-12-24,2018-12-19,2018-01-12,0.858623,223269555,117.0,160.0,6.0,1,1.0,,,,,1.0,Regular cash dividend
28259,7044580,2018-12-18,2018-12-31,2018-12-19,,0.0684,130256914,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28260,7044175,2018-12-18,2018-12-24,2018-12-19,,0.0978519,252846223,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28261,7044313,2018-12-18,2018-12-24,2018-12-19,,0.167893,31091214,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28262,7047682,2018-12-18,2018-12-24,2018-12-19,2018-01-02,0.637826,6179391,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28263,7047713,2018-12-18,2018-12-24,2018-12-19,2017-12-30,0.203038,281963030,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28264,7044316,2018-12-18,2018-12-24,2018-12-19,,0.2160249,31091218,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28265,7047681,2018-12-18,2018-12-24,2018-12-19,2018-01-02,0.347433,6179390,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28266,7044110,2018-12-18,2018-12-24,2018-12-19,,0.815027,195456612,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28267,7047432,2018-12-18,2018-12-24,2018-12-19,2018-04-26,0.758567,548711628,117.0,160.0,4.0,1,1.0,,,4.0,Rights,1.0,Regular cash dividend
28268,7047511,2018-12-18,2018-12-24,2018-12-19,2017-12-30,0.137423,117013854,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28269,7047518,2018-12-18,2018-12-24,2018-12-19,2018-01-02,0.247302,268018200,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28270,7044241,2018-12-18,2018-12-24,2018-12-19,,0.12364,134386232,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28271,7047505,2018-12-18,2018-12-24,2018-12-19,2017-12-30,0.107864,37802439,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28272,7047476,2018-12-18,2018-12-24,2018-12-19,2018-01-10,0.219804,36796575,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28273,7047479,2018-12-18,2018-12-24,2018-12-19,2018-01-10,0.06608,253511356,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28274,7041544,2018-12-18,2018-12-31,2018-12-19,,0.15,311141353,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28275,7047483,2018-12-18,2018-12-24,2018-12-19,2018-01-06,0.351606,6179386,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28276,7047507,2018-12-18,2018-12-24,2018-12-19,2017-12-30,0.236731,50171977,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28277,7046680,2018-12-18,2018-12-24,2018-12-19,,0.422403,370036144,104.0,160.0,4.0,1,1.0,,,4.0,Rights,1.0,Regular cash dividend
28278,7044178,2018-12-18,2018-12-24,2018-12-19,,0.24737,538627786,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28279,7047554,2018-12-18,2018-12-31,2018-12-19,2018-01-11,0.0688,34295606,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28280,7045235,2018-12-18,2018-12-24,2018-12-19,,0.733048,319062092,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28281,7042070,2018-12-18,2018-12-31,2018-12-19,,0.0394,306094128,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28282,7044103,2018-12-18,2018-12-31,2018-12-19,,0.22,229097696,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28283,7047508,2018-12-18,2018-12-24,2018-12-19,2017-12-30,0.137754,170844643,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28284,7047749,2018-12-18,2018-12-24,2018-12-19,2018-01-12,0.498028,424405195,117.0,160.0,6.0,1,1.0,,,,,1.0,Regular cash dividend
28285,7047683,2018-12-18,2018-12-24,2018-12-19,2018-01-02,0.539808,6179392,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28286,7045137,2018-12-18,2018-12-24,2018-12-19,,0.991563,141889134,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28287,7044314,2018-12-18,2018-12-24,2018-12-19,,0.1973739,31091215,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28288,7044636,2018-12-18,2018-12-24,2018-12-19,,3.1035839,274567848,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28289,7047750,2018-12-18,2018-12-24,2018-12-19,2018-01-03,1.48915,141889133,117.0,160.0,132.0,1,1.0,,,,,1.0,Regular cash dividend
28290,7047503,2018-12-18,2018-12-24,2018-12-19,2018-01-02,0.248649,82762932,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28291,7047710,2018-12-18,2018-12-24,2018-12-19,2017-12-30,0.288851,304310166,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
28292,7047500,2018-12-18,2018-12-24,2018-12-19,2018-01-03,0.209595,26337300,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28293,7044589,2018-12-18,2018-12-31,2018-12-19,,0.1344,248904671,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
28294,7044311,2018-12-18,2018-12-24,2018-12-19,,0.219611,201032159,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
28295,7045192,2018-12-18,2018-12-24,2018-12-19,,0.88935,426357097,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
