,DIVIDENDID,EXDATE,PAYDATE,RECORDDATE,ANNOUNCEDDATE,DIVAMOUNT,TRADINGITEMID,EXCHANGEID,CURRENCYID,DIVFREQTYPEID,DIVIDENDTYPEID,SUPPLEMENTALTYPEID,NETAMOUNT,GROSSAMOUNT,DIVIDENDPAYMENTTYPEID,DIVIDENDPAYMENTTYPENAME,SUPPLEMENTALTYPEID,SUPPLEMENTALTYPENAME
11460,9272044,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.527128,6179435,117.0,160.0,2.0,1,1.0,,0.527128,2.0,Stock,1.0,Regular cash dividend
11461,9272031,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.072117,10633476,117.0,160.0,2.0,1,1.0,,0.072117,2.0,Stock,1.0,Regular cash dividend
11462,9271984,2023-06-07,2023-06-13,2023-06-08,2022-11-28,0.430643,6179380,117.0,160.0,3.0,1,1.0,,0.430643,3.0,Spin-off,1.0,Regular cash dividend
11463,9272064,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.187595,6179403,117.0,160.0,2.0,1,1.0,,0.187595,2.0,Stock,1.0,Regular cash dividend
11464,9272178,2023-06-07,2023-06-13,2023-06-08,,0.040979,163854513,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11465,9271969,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.251049,6179432,117.0,160.0,2.0,1,1.0,,0.251049,2.0,Stock,1.0,Regular cash dividend
11466,9272011,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.152166,292984923,117.0,160.0,2.0,1,1.0,,0.152166,2.0,Stock,1.0,Regular cash dividend
11467,9271967,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.085188,6179402,117.0,160.0,2.0,1,1.0,,0.085188,2.0,Stock,1.0,Regular cash dividend
11468,9271991,2023-06-07,2023-06-13,2023-06-08,2022-11-29,0.630947,304310166,117.0,160.0,3.0,1,1.0,,0.630947,3.0,Spin-off,1.0,Regular cash dividend
11469,9272101,2023-06-07,2023-06-13,2023-06-08,2022-12-06,1.16971,145902105,117.0,160.0,3.0,1,1.0,,1.16971,3.0,Spin-off,1.0,Regular cash dividend
11470,9272255,2023-06-07,2023-06-13,2023-06-08,,0.162488,548706491,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11471,9272211,2023-06-07,2023-06-13,2023-06-08,,0.236849,27069133,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11472,9272276,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.880022,662759006,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11473,9272265,2023-06-07,2023-06-13,2023-06-08,,0.135768,651181513,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11474,9272032,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.18847,30252196,117.0,160.0,2.0,1,1.0,,0.18847,2.0,Stock,1.0,Regular cash dividend
11475,9272254,2023-06-07,2023-06-13,2023-06-08,,0.114979,550586768,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11476,9272073,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.2467,6179387,117.0,160.0,3.0,1,1.0,,0.2467,3.0,Spin-off,1.0,Regular cash dividend
11477,9272236,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.375996,426357097,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11478,9272020,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.234846,72959132,117.0,160.0,2.0,1,1.0,,0.234846,2.0,Stock,1.0,Regular cash dividend
11479,9272025,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.053129,27069137,117.0,160.0,2.0,1,1.0,,0.053129,2.0,Stock,1.0,Regular cash dividend
11480,9272001,2023-06-07,2023-06-13,2023-06-08,2022-11-29,0.152599,572389545,117.0,160.0,3.0,1,1.0,,0.152599,3.0,Spin-off,1.0,Regular cash dividend
11481,9272063,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.756343,6179404,117.0,160.0,2.0,1,1.0,,0.756343,2.0,Stock,1.0,Regular cash dividend
11482,9272037,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.093681,10633474,117.0,160.0,2.0,1,1.0,,0.093681,2.0,Stock,1.0,Regular cash dividend
11483,9272258,2023-06-07,2023-06-13,2023-06-08,,0.123885,1804551550,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11484,9272196,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.302873,6179439,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11485,9272187,2023-06-07,2023-06-13,2023-06-08,,0.233857,6179393,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11486,9272181,2023-06-07,2023-06-13,2023-06-08,,0.473122,141889135,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11487,9272047,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.395859,6179427,117.0,160.0,2.0,1,1.0,,0.395859,2.0,Stock,1.0,Regular cash dividend
11488,9272054,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.627877,6179417,117.0,160.0,2.0,1,1.0,,0.627877,2.0,Stock,1.0,Regular cash dividend
11489,9271971,2023-06-07,2023-06-13,2023-06-08,2022-11-25,1.014718,6179434,117.0,160.0,2.0,1,1.0,,1.014718,2.0,Stock,1.0,Regular cash dividend
11490,9272189,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.650709,6179406,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11491,9272081,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.083647,10633470,117.0,160.0,2.0,1,1.0,,0.083647,2.0,Stock,1.0,Regular cash dividend
11492,9272045,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.285683,6179431,117.0,160.0,2.0,1,1.0,,0.285683,2.0,Stock,1.0,Regular cash dividend
11493,9272104,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.866411,171192409,117.0,160.0,2.0,1,1.0,,0.866411,2.0,Stock,1.0,Regular cash dividend
11494,9272231,2023-06-07,2023-06-13,2023-06-08,,0.384532,240359441,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11495,9271980,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.396118,233327259,117.0,160.0,2.0,1,1.0,,0.396118,2.0,Stock,1.0,Regular cash dividend
11496,9272277,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.087442,662759007,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11497,9272006,2023-06-07,2023-06-13,2023-06-08,2022-12-08,0.131112,268018200,117.0,160.0,2.0,1,1.0,,0.131112,2.0,Stock,1.0,Regular cash dividend
11498,9272046,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.645489,6179430,117.0,160.0,2.0,1,1.0,,0.645489,2.0,Stock,1.0,Regular cash dividend
11499,9272195,2023-06-07,2023-06-13,2023-06-08,,0.274889,6179428,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11500,9272030,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.268855,10633477,117.0,160.0,2.0,1,1.0,,0.268855,2.0,Stock,1.0,Regular cash dividend
11501,9272186,2023-06-07,2023-06-13,2023-06-08,,0.685324,7320179,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11502,9272204,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.675429,39460761,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11503,9272234,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.981518,223235664,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11504,9272233,2023-06-07,2023-06-13,2023-06-08,,0.540462,233326963,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11505,9272213,2023-06-07,2023-06-13,2023-06-08,,1.315615,23428271,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11506,9272117,2023-06-07,2023-06-13,2023-06-08,2022-12-08,0.020237,640022237,117.0,160.0,2.0,1,1.0,,0.020237,2.0,Stock,1.0,Regular cash dividend
11507,9271985,2023-06-07,2023-06-13,2023-06-08,2022-12-08,0.236693,292984922,117.0,160.0,2.0,1,1.0,,0.236693,2.0,Stock,1.0,Regular cash dividend
11508,9272202,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.952914,46330383,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11509,9272235,2023-06-07,2023-06-13,2023-06-08,,1.283963,223235663,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11510,9271956,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.150552,701684901,117.0,160.0,2.0,1,1.0,,0.150552,2.0,Stock,1.0,Regular cash dividend
11511,9272190,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.006207,6179409,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11512,9272061,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.197316,6179408,117.0,160.0,2.0,1,1.0,,0.197316,2.0,Stock,1.0,Regular cash dividend
11513,9271986,2023-06-07,2023-06-13,2023-06-08,2022-11-28,0.355611,292984921,117.0,160.0,3.0,1,1.0,,0.355611,3.0,Spin-off,1.0,Regular cash dividend
11514,9272033,2023-06-07,2023-06-13,2023-06-08,2022-12-08,0.385976,34204760,117.0,160.0,2.0,1,1.0,,0.385976,2.0,Stock,1.0,Regular cash dividend
11515,9272072,2023-06-07,2023-06-13,2023-06-08,2022-11-29,0.165662,6179388,117.0,160.0,3.0,1,1.0,,0.165662,3.0,Spin-off,1.0,Regular cash dividend
11516,9272192,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.276921,6179420,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11517,9271973,2023-06-07,2023-06-13,2023-06-08,2022-11-29,0.955724,29156148,117.0,160.0,3.0,1,1.0,,0.955724,3.0,Spin-off,1.0,Regular cash dividend
11518,9272239,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.227156,370036144,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11519,9271957,2023-06-07,2023-06-13,2023-06-08,2022-11-28,0.734269,701684906,117.0,160.0,3.0,1,1.0,,0.734269,3.0,Spin-off,1.0,Regular cash dividend
11520,9272247,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.298083,411613006,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11521,9272193,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.219709,6179421,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11522,9271959,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.023878,1761768620,117.0,160.0,2.0,1,1.0,,0.023878,2.0,Stock,1.0,Regular cash dividend
11523,9272271,2023-06-07,2023-06-13,2023-06-08,,0.113184,677221908,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11524,9272039,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.186477,10633473,117.0,160.0,2.0,1,1.0,,0.186477,2.0,Stock,1.0,Regular cash dividend
11525,9272250,2023-06-07,2023-06-13,2023-06-08,,0.65901,340340413,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11526,9271966,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.385036,6179401,117.0,160.0,2.0,1,1.0,,0.385036,2.0,Stock,1.0,Regular cash dividend
11527,9271968,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.545805,6179429,117.0,160.0,2.0,1,1.0,,0.545805,2.0,Stock,1.0,Regular cash dividend
11528,9272065,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.544984,6179396,117.0,160.0,2.0,1,1.0,,0.544984,2.0,Stock,1.0,Regular cash dividend
11529,9272051,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.645511,6179422,117.0,160.0,2.0,1,1.0,,0.645511,2.0,Stock,1.0,Regular cash dividend
11530,9272069,2023-06-07,2023-06-13,2023-06-08,2022-11-29,1.131921,6179391,117.0,160.0,3.0,1,1.0,,1.131921,3.0,Spin-off,1.0,Regular cash dividend
11531,9272180,2023-06-07,2023-06-13,2023-06-08,,0.865339,141889134,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11532,9272205,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.277524,10633475,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11533,9272034,2023-06-07,2023-06-13,2023-06-08,2022-12-08,0.277159,34204756,117.0,160.0,2.0,1,1.0,,0.277159,2.0,Stock,1.0,Regular cash dividend
11534,9271981,2023-06-07,2023-06-13,2023-06-08,2022-11-29,0.483153,223269555,117.0,160.0,3.0,1,1.0,,0.483153,3.0,Spin-off,1.0,Regular cash dividend
11535,9272012,2023-06-07,2023-06-13,2023-06-08,2022-11-29,0.549269,292984924,117.0,160.0,3.0,1,1.0,,0.549269,3.0,Spin-off,1.0,Regular cash dividend
11536,9272052,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.508675,6179419,117.0,160.0,2.0,1,1.0,,0.508675,2.0,Stock,1.0,Regular cash dividend
11537,9271970,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.351203,6179433,117.0,160.0,2.0,1,1.0,,0.351203,2.0,Stock,1.0,Regular cash dividend
11538,9272019,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.299597,72959133,117.0,160.0,2.0,1,1.0,,0.299597,2.0,Stock,1.0,Regular cash dividend
11539,9271955,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.100934,595948094,117.0,160.0,2.0,1,1.0,,0.100934,2.0,Stock,1.0,Regular cash dividend
11540,9272074,2023-06-07,2023-06-13,2023-06-08,2022-11-29,0.2103,6179387,117.0,160.0,31.0,4,31.0,,0.2103,,,31.0,Special dividend
11541,9272082,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.595156,6179383,117.0,160.0,2.0,1,1.0,,0.595156,2.0,Stock,1.0,Regular cash dividend
11542,9272026,2023-06-07,2023-06-13,2023-06-08,2022-12-08,0.239061,20328800,117.0,160.0,2.0,1,1.0,,0.239061,2.0,Stock,1.0,Regular cash dividend
11543,9271988,2023-06-07,2023-06-13,2023-06-08,2022-11-29,0.777967,266067421,117.0,160.0,3.0,1,1.0,,0.777967,3.0,Spin-off,1.0,Regular cash dividend
11544,9272053,2023-06-07,2023-06-13,2023-06-08,2022-11-25,0.349431,6179418,117.0,160.0,2.0,1,1.0,,0.349431,2.0,Stock,1.0,Regular cash dividend
11545,9271974,2023-06-07,2023-06-13,2023-06-08,2022-11-28,1.487503,29156149,117.0,160.0,3.0,1,1.0,,1.487503,3.0,Spin-off,1.0,Regular cash dividend
11546,9272274,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.34178,643234912,104.0,160.0,3.0,4,32.0,,,3.0,Spin-off,32.0,Special dividend plus income
11547,9272273,2023-06-07,2023-06-13,2023-06-08,,0.070669,689628150,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11548,9272238,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.211135,163859889,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11549,9272214,2023-06-07,2023-06-13,2023-06-08,,0.918779,23428272,810.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11550,9272217,2023-06-07,2023-06-13,2023-06-08,2023-06-06,0.728803,85214110,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
11551,9270781,2023-06-06,2023-06-08,2023-06-07,2023-06-05,0.160652,241663381,117.0,160.0,2.0,1,1.0,,0.160652,2.0,Stock,1.0,Regular cash dividend
11552,9270785,2023-06-06,2023-06-09,2023-06-07,2023-06-05,0.097,706514042,117.0,160.0,2.0,1,1.0,,0.097,2.0,Stock,1.0,Regular cash dividend
11553,9268942,2023-06-05,2023-06-13,2023-06-06,2023-01-17,0.105,528761402,117.0,160.0,1.0,1,1.0,,0.105,1.0,Cash,1.0,Regular cash dividend
11554,9267535,2023-06-05,2023-06-07,2023-06-06,,0.3810358,1761401445,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11555,9267533,2023-06-05,2023-06-07,2023-06-06,,0.3825973,426602025,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11556,9267532,2023-06-05,2023-06-07,2023-06-06,,0.1358788,403050806,810.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
11557,9268938,2023-06-02,2023-06-08,2023-06-05,2023-06-01,0.516757,264695154,117.0,160.0,1.0,1,1.0,,0.516757,1.0,Cash,1.0,Regular cash dividend
11558,9264913,2023-06-02,2023-06-08,2023-06-05,2022-11-23,0.430601,264695153,117.0,160.0,1.0,1,1.0,,0.430601,1.0,Cash,1.0,Regular cash dividend
11559,9266124,2023-06-02,2023-06-08,2023-06-05,,0.449674,1780838007,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11560,9264912,2023-06-02,2023-06-08,2023-06-05,2022-11-23,0.122703,307534115,117.0,160.0,1.0,1,1.0,,0.122703,1.0,Cash,1.0,Regular cash dividend
11561,9266123,2023-06-02,2023-06-08,2023-06-05,,0.418295,1782378749,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11562,9260075,2023-06-01,2023-06-07,2023-06-02,2022-11-24,0.295362,50171977,117.0,160.0,1.0,1,1.0,,0.295362,1.0,Cash,1.0,Regular cash dividend
11563,9260187,2023-06-01,2023-06-07,2023-06-02,2023-01-09,0.1256,111311611,117.0,160.0,1.0,1,1.0,,0.1256,1.0,Cash,1.0,Regular cash dividend
11564,9262923,2023-06-01,2023-06-06,2023-06-02,,0.12895,577241911,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11565,9259969,2023-06-01,2023-06-07,2023-06-02,2023-01-09,0.1129,639872108,117.0,160.0,1.0,1,1.0,,0.1129,1.0,Cash,1.0,Regular cash dividend
11566,9260076,2023-06-01,2023-06-07,2023-06-02,2022-11-24,0.142049,50171976,117.0,160.0,1.0,1,1.0,,0.142049,1.0,Cash,1.0,Regular cash dividend
11567,9259998,2023-06-01,2023-06-08,2023-06-02,2023-05-31,1.227807,265436329,117.0,160.0,3.0,1,1.0,,1.227807,3.0,Spin-off,1.0,Regular cash dividend
11568,9260206,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.166977,31091214,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11569,9262900,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.134135,31091216,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11570,9259972,2023-06-01,2023-06-07,2023-06-02,2023-01-18,0.066961,37284815,117.0,160.0,1.0,1,1.0,,0.066961,1.0,Cash,1.0,Regular cash dividend
11571,9259992,2023-06-01,2023-06-07,2023-06-02,2023-01-17,0.113305,129555953,117.0,160.0,1.0,1,1.0,,0.113305,1.0,Cash,1.0,Regular cash dividend
11572,9260068,2023-06-01,2023-06-07,2023-06-02,2022-11-23,0.198456,82762932,117.0,160.0,1.0,1,1.0,,0.198456,1.0,Cash,1.0,Regular cash dividend
11573,9260030,2023-06-01,2023-06-07,2023-06-02,2023-03-30,0.2251,550425248,117.0,160.0,1.0,1,1.0,,0.2251,1.0,Cash,1.0,Regular cash dividend
11574,9260196,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.1293,111707494,117.0,160.0,1.0,1,1.0,,0.1293,1.0,Cash,1.0,Regular cash dividend
11575,9260067,2023-06-01,2023-06-07,2023-06-02,2022-11-23,0.194252,82762933,117.0,160.0,1.0,1,1.0,,0.194252,1.0,Cash,1.0,Regular cash dividend
11576,9261432,2023-06-01,2023-06-07,2023-06-02,,0.393633,1793317999,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11577,9260144,2023-06-01,2023-06-05,2023-06-02,2023-05-31,0.16493,1800704498,117.0,160.0,1.0,1,1.0,,0.16493,1.0,Cash,1.0,Regular cash dividend
11578,9259980,2023-06-01,2023-06-07,2023-06-02,2023-01-17,0.09181,127523368,117.0,160.0,1.0,1,1.0,,0.09181,1.0,Cash,1.0,Regular cash dividend
11579,9260179,2023-06-01,2023-06-07,2023-06-02,2023-01-17,0.054277,241109059,117.0,160.0,1.0,1,1.0,,0.054277,1.0,Cash,1.0,Regular cash dividend
11580,9260056,2023-06-01,2023-06-07,2023-06-02,2022-11-23,0.226356,576596428,117.0,160.0,1.0,1,1.0,,0.226356,1.0,Cash,1.0,Regular cash dividend
11581,9260049,2023-06-01,2023-06-07,2023-06-02,2022-11-24,0.432017,662843097,117.0,160.0,1.0,1,1.0,,0.432017,1.0,Cash,1.0,Regular cash dividend
11582,9260728,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.119659,170947403,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11583,9260066,2023-06-01,2023-06-07,2023-06-02,2022-11-24,0.135977,170844643,117.0,160.0,1.0,1,1.0,,0.135977,1.0,Cash,1.0,Regular cash dividend
11584,9257463,2023-06-01,2023-06-06,2023-06-02,2023-05-30,0.1969,677681736,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11585,9260070,2023-06-01,2023-06-07,2023-06-02,2022-11-24,0.243996,31091212,117.0,160.0,1.0,1,1.0,,0.243996,1.0,Cash,1.0,Regular cash dividend
11586,9261803,2023-06-01,2023-06-07,2023-06-02,,0.205866,195456612,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11587,9260725,2023-06-01,2023-06-07,2023-06-02,,0.238236,31091213,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11588,9262905,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.222845,365743599,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11589,9260073,2023-06-01,2023-06-07,2023-06-02,2022-11-24,0.108788,37802439,117.0,160.0,1.0,1,1.0,,0.108788,1.0,Cash,1.0,Regular cash dividend
11590,9257496,2023-06-01,2023-06-06,2023-06-02,2023-05-30,0.1254,81848351,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11591,9261810,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.112343,223235667,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11592,9257467,2023-06-01,2023-06-06,2023-06-02,2023-05-30,0.2931,232478035,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11593,9257540,2023-06-01,2023-06-06,2023-06-02,2022-12-23,0.192625,33733516,117.0,160.0,1.0,1,1.0,,0.192625,1.0,Cash,1.0,Regular cash dividend
11594,9259979,2023-06-01,2023-06-07,2023-06-02,2023-01-18,0.091907,83645555,117.0,160.0,1.0,1,1.0,,0.091907,1.0,Cash,1.0,Regular cash dividend
11595,9259975,2023-06-01,2023-06-07,2023-06-02,2023-01-17,0.069419,37284813,117.0,160.0,1.0,1,1.0,,0.069419,1.0,Cash,1.0,Regular cash dividend
11596,9260184,2023-06-01,2023-06-07,2023-06-02,2023-01-13,0.1801,639872107,117.0,160.0,1.0,1,1.0,,0.1801,1.0,Cash,1.0,Regular cash dividend
11597,9260176,2023-06-01,2023-06-07,2023-06-02,2023-01-17,0.086401,36869276,117.0,160.0,1.0,1,1.0,,0.086401,1.0,Cash,1.0,Regular cash dividend
11598,9260186,2023-06-01,2023-06-07,2023-06-02,2023-01-27,0.122,137396888,117.0,160.0,1.0,1,1.0,,0.122,1.0,Cash,1.0,Regular cash dividend
11599,9260180,2023-06-01,2023-06-08,2023-06-02,2023-05-31,0.713574,407196607,117.0,160.0,3.0,1,1.0,,0.713574,3.0,Spin-off,1.0,Regular cash dividend
11600,9264025,2023-06-01,2023-06-06,2023-06-02,,0.13217,579496982,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11601,9259977,2023-06-01,2023-06-07,2023-06-02,2023-01-17,0.032629,37821350,117.0,160.0,1.0,1,1.0,,0.032629,1.0,Cash,1.0,Regular cash dividend
11602,9261806,2023-06-01,2023-06-07,2023-06-02,,0.050338,170834321,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11603,9260733,2023-06-01,2023-06-07,2023-06-02,,0.200719,538627786,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11604,9264029,2023-06-01,2023-06-06,2023-06-02,2023-05-31,0.35656,1774450930,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11605,9260085,2023-06-01,2023-06-07,2023-06-02,2022-12-23,0.0708,531921792,117.0,160.0,1.0,1,1.0,,0.0708,1.0,Cash,1.0,Regular cash dividend
11606,9260188,2023-06-01,2023-06-07,2023-06-02,2023-01-10,0.1454,111311612,117.0,160.0,1.0,1,1.0,,0.1454,1.0,Cash,1.0,Regular cash dividend
11607,9260032,2023-06-01,2023-06-05,2023-06-02,2023-05-31,0.1197,632299748,117.0,160.0,1.0,1,1.0,,0.1197,1.0,Cash,1.0,Regular cash dividend
11608,9259971,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.29,204729400,117.0,160.0,1.0,1,1.0,,0.29,1.0,Cash,1.0,Regular cash dividend
11609,9260160,2023-06-01,2023-06-07,2023-06-02,2022-11-23,0.063718,701014951,117.0,160.0,1.0,1,1.0,,0.063718,1.0,Cash,1.0,Regular cash dividend
11610,9260072,2023-06-01,2023-06-07,2023-06-02,2022-11-24,0.230733,36796575,117.0,160.0,1.0,1,1.0,,0.230733,1.0,Cash,1.0,Regular cash dividend
11611,9260125,2023-06-01,2023-06-08,2023-06-02,2023-05-31,0.18401,412297110,117.0,160.0,1.0,1,1.0,,0.18401,1.0,Cash,1.0,Regular cash dividend
11612,9259984,2023-06-01,2023-06-07,2023-06-02,2023-01-17,0.092574,54616202,117.0,160.0,1.0,1,1.0,,0.092574,1.0,Cash,1.0,Regular cash dividend
11613,9260729,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.135967,266067423,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11614,9257503,2023-06-01,2023-06-06,2023-06-02,2023-05-30,0.1694,81849137,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11615,9257541,2023-06-01,2023-06-06,2023-06-02,2022-12-23,0.146288,33733517,117.0,160.0,1.0,1,1.0,,0.146288,1.0,Cash,1.0,Regular cash dividend
11616,9260726,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.164576,31091215,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11617,9260724,2023-06-01,2023-06-07,2023-06-02,2023-05-31,0.352619,39599142,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
11618,9262909,2023-06-01,2023-06-07,2023-06-02,,0.323063,285981523,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
